id|raised_round|severity|status|invariant|title|evidence|targets|replayed|subject|subject_note
FE-CE-001|R001|major|REJECTED|core defines observable content only as a seq-ordered replayable message log (no value/snapshot primitive), forcing the conversation/run shape onto passive data — violates "resource kinds are adapter types, host has no content authority"|A core has no value primitive: passive resource is content-as-message-log|rounds/R001/cand-A.md §A.1,§A.2,§A.5-S03,§A.5-S05 ; verifier ruled it does not hold (RR001) ; rounds/R001/verify.md §2 (does_not_hold); action.invoke→Result provides current-value path; replay against revised candidate confirms unchanged ; rounds/R001 §A.1/§A.2; RR001 does_not_hold; action.invoke→Result snapshot; unchanged in R7|-|R008|A-lineage|ruled does_not_hold in R001; concerns candidate A text
FE-CE-002|R001|minor|CLOSED|core capability-declaration fixes a session-recovery vocabulary and core fallback view renders an agent/run reading while host claims no content interpretation|A core smuggles run/agent reading via fixed CapSet and generic last-envelope view|rounds/R001/cand-A.md §A.2,§A.4,§A.9 ; verifier ruled it holds (RR001) ; rounds/R001/verify.md §3 (holds); closed by open CapMap + revised fallback rendering per best candidate §R.2 §R.4 ; rounds/R001/verify.md §3 (holds); closed by open CapMap + revised fallback rendering per best candidate §R.2 §R.4 ; open CapMap + actionable fallback §R7.2/§R7.4 ; rounds/R009/cand-A.md §2 + §5 S11|-|R011|A-lineage|closed in R002 against A
FE-CE-003|R002|major|CLOSED|host defines no meaning for capability names yet core replay behaviour keys on the literal string idempotent-apply — covert shared-key channel adapter→core, and unknown-outcome calls are auto-replayed to adapters that never negotiated invoke_id|idempotent-apply string toggles host auto-replay|rounds/R002/cand-A.md §A.5-S09 step 3 vs §A.2/§R.2 (FE-CE-002 closure text) ; verifier ruled it holds (RR002) ; revised: §R.2 replay_policy is a typed enum on action.register; §R.5-S09 step 3 host reads ONLY typed field; CapMap strings carry zero behavioral authority ; fixed never-auto-resubmit, no CapMap behavioral authority §R7.2/§R7.5-S09|FE-CE-002|R012|A-lineage|verifier-added row during R002 against A
FE-CE-004|R002|major|CLOSED|every resource is reached only via a user-gated exactly-one-id handle, so a job resource spawned by a paired invoke is unobservable|S08 step 6 job resource has no subscription path|rounds/R002/cand-A.md §A.5-S08 steps 5-6 vs §A.2 handle_for, §A.4 user-gated mint ; verifier ruled it holds (RR002) ; revised: §R.2 handle model gains spawned set from typed Result.spawned_resource_id; §R.5-S08 step 6 subscribes via h_R accessible set ; same-ns rule permits subscribe; from_cursor=0 §R7.5-S08 step6|-|R012|A-lineage|R002 D10 against A
FE-CE-005|R002|major|CLOSED|cooperation occurs only when the user asks (cand-A §A.8), but history replay into a freshly paired handle re-fires execute from stale events|pair gesture auto-executes on replayed envelopes|rounds/R002/cand-A.md §A.5-S08 step 5 vs §A.2 subscribe from_cursor, Envelope fields ; verifier ruled it holds (RR002) ; revised: §R.2 subscribe default is current cursor (live-only); §R.4 pair gesture's secondary handle uses default; §R.5-S08 step 4 no replay from seq 0 ; runner subscribe cursor.resolve live §R7.2/§R7.5-S08 step4; job replay from 0 has no execute hazard|-|R012|A-lineage|R002 D10 against A
FE-CE-006|R002|major|CLOSED|host authority is identity/namespace isolation only, but the payload-type registry keyed by bare payload_schema_id string is a cross-namespace shared mutable key|global type registry bleeds registration across services|rounds/R002/cand-A.md §A.2 Envelope refusal clause vs §A.7, §A.1 ; verifier ruled it holds (RR002) ; revised: §R.2 ns-scoped payload-type registry keyed (ns_id, payload_schema_id); §R.3 registration call carries ns_id; §R.5-S06 step 5 checks ns-partitioned registry ; ns-scoped action registration §R7.5-S06 step5|-|R012|A-lineage|R002 D10 against A
FE-CE-007|R002|major|OPEN|extensions cannot derive foreign ns ids from their own handle and isolation is enforced at the registration boundary, but edges.list returns core-stored target ids enabling adapter-authorized, user-less relay edges|edges.list leaks foreign namespace ids into scoped handle|rounds/R002/cand-B.md §B.4 vs §B.1, §B.2, §B.3 ; verifier ruled it holds (RR002) ; Candidate B defect; §B.4 vs §B.1-§B.3; integrated candidate has no edges mechanism; N/A for A; remains OPEN against B as open alternative ; rounds/R003/cand-B.md §R003.B.5 (withdrawn not repaired) ; rounds/R002/cand-B.md §B.4 vs §B.1-§B.3 ; cand-A has no edges mechanism ; verifier ruled it holds (RR003) ; rounds/R003/cand-B.md §R003.B.3,B.5 carrier withdrawn not repaired; best candidate A has no edges mechanism; N/A vs A, OPEN vs demoted B ; rounds/R002/cand-B.md §B.4; N/A against A (no edges mechanism) ; verifier ruled it holds (RR006) ; cand-B §B.4 vs §B.1-3; A has no edges mechanism; N/A vs A, OPEN vs demoted B ; verifier ruled it does not hold (RR007) ; restored: an A-side does_not_hold ruling wrongly rejected the row; the defect still stands against discarded B ; cand-B §B.4 vs §B.1-3; A has no edges mechanism; N/A vs A, OPEN vs demoted B ; rounds/R002/cand-B.md §B.4 vs §B.1-3; A has no edges mechanism; N/A vs A, OPEN vs demoted B ; rounds/R002/cand-B.md §B.4 vs §B.1-3; A has no edges mechanism; N/A vs A, OPEN vs demoted B; R008 replay: unchanged ; rounds/R002/cand-B §B.4 vs §B.1-3; guards E6/E7; rounds/R009/cand-A.md §8 ; stays on the discarded alternative B ledger per guards E6/E7; no pass row is written for it in this round's replay block ; stays on the discarded alternative B ledger per guards E6/E7; no pass row is written for it in this round's replay block ; stays on the discarded alternative B ledger per guards E6/E7; no pass row is written for it in this round's replay block|-|R008|B-alternative|R002/R003 evidence names cand-B sections; saved candidate A has no edges mechanism; deferring B is not repairing B
FE-CE-008|R003|minor|CLOSED|every core mechanism must have a delete-it-breaks-a-required-scenario argument; the ns-scoped payload_schema_id descriptor store has no host consumer after FE-CE-008 removes the delivery gate, so it is non-load-bearing|payload-type registry outlived its reader|rounds/R003/cand-A.md §R003.2 (FE-CE-008 forward clause) vs §R003.2 ns-scoped registration + §R003.5-S06 step5 (claims FE-CE-006 reopens) ; S06/S07 pass with payload store deleted while action RegisteredType store kept ; verifier ruled it holds (RR003) ; verifier ruled it holds (RR003) ; rounds/R003/verify.md (holds); best candidate §R4.2 opaque label + §R4.5-S06 step5 / §R4.5-S07 pass without store ; opaque label §R7.2; S06/S07 pass without store|-|R008|A-lineage|R003 D08 against A
FE-CE-009|R003|minor|CLOSED|spawned-resource-grant's per-handle accessible-set is not minimal; a same-namespace subscription-scope rule passes S08 without accumulating a set, and also removes the R003.8-admitted unbounded-growth weakness|spawned-set bookkeeping over-built for a same-ns guarantee|rounds/R003/cand-A.md §R003.2 (Result.spawned_resource_id / SubscriberScope.spawned) vs §R003.5-S08 steps5-6 (justification invokes foreign-id leak that R.2 says cannot occur) + §R003.8 ; verifier ruled it holds (RR003) ; insufficient evidence (RR003) ; rounds/R003/verify.md (insufficient_evidence) + EXPERIMENT both gates pass S08; best candidate §R4.2 spawned grant retained ; rounds/R006/cand-A.md §R6.6 EXPERIMENT Model2 + §R6.9 FE-CE-009 RESOLVED ; rounds/R006/cand-A.md §R6.6 Model2 experiment + §R6.2/§R6.5-S06,S08 ; integrated §R6.2/§R6.5-S08 ; Model2 §R7.6; same-ns rule passes S08+S06|FE-CE-004|R008|A-lineage|A minimality dispute: preventing the foreign-id leak is not a necessity proof for per-handle spawned sets ; minimality dispute remains; a safety argument is not a necessity proof
FE-CE-010|R003|minor|CLOSED|invoke_id on OutcomeUnknown has no surviving host consumer after FE-CE-009 removes the auto-resubmit path; call-site return correlation is sufficient, so the token is residual non-load-bearing state|invoke_id orphaned by the fixed no-auto-replay invariant|rounds/R003/cand-A.md §R003.2 Typed action (removed replay_policy) + §R003.5-S09 step1/3 (invoke_id named only by §R003.5, no host reader) ; S09 dedup keys (ns,resource,seq) not invoke_id ; rounds/R003/verify.md (holds); best candidate §R4.2 OutcomeUnknown carries no token + §R4.5-S09 dedup keys ns,resource,seq ; no token §R7.5-S09|FE-CE-009|R008|A-lineage|R003 D08 against A
FE-CE-011|R003|minor|CLOSED|live-default-subscribe is presented as a distinct core mechanism but is only a parameter default; making from_cursor explicit and having the pair-gesture mint supply cursor.resolve(id) preserves S08/FE-CE-005 without an implicit-default primitive|implicit-subscribe-default is not a load-bearing mechanism|rounds/R003/cand-A.md §R003.2 Event stream (default current cursor) + §R003.4 pair gesture (host mints h_R) vs §R003.6/R003.5-S08 step4 ; rounds/R003/verify.md (holds); best candidate §R4.2/§R4.4 from_cursor mandatory, pair-mint passes current cursor ; from_cursor mandatory §R7.2|FE-CE-005|R008|A-lineage|R003 D08 against A
FE-CE-012|R006|major|CLOSED|host dedup by (ns,resource,seq) is vacuous: seq is host-assigned monotonic per resource, so no two envelopes for the same resource ever share a key; the dedup predicate is false for all inputs|host dedup key has no collision domain|rounds/R006/cand-A.md §R6.5-S09 step2 "host dedups/reorders by (ns,resource,seq)" vs §R6.2 "seq host-assigned monotonic per resource" ; verifier ruled it holds (RR006) ; rounds/R006/cand-A.md §R6.2 (seq = stream index, not dedup key) + §R6.5-S09 + §R6.6 ; seq=stream index; adapter dedups own id §R7.2/§R7.5-S09|-|R012|A-lineage|R006 D01 against the saved candidate A
FE-CE-013|R006|major|CLOSED|adapter boundary rule R6.3 item7 instructs dedup by (ns_id, resource_local_id, seq) but seq is host-assigned and not returned to the adapter at pump time, making the rule unimplementable or a core-internal leak into the adapter contract|adapter cannot dedup by an opaque host counter|rounds/R006/cand-A.md §R6.3 item7 vs §R6.2 Event stream (host-assigned seq, no pump return specified) ; verifier ruled it holds (RR006) ; rounds/R006/cand-A.md §R6.3 item6 + §R6.7 item6 ; adapter dedups own stable id §R7.3 item6|FE-CE-012|R012|A-lineage|R006 D01 against the saved candidate A
FE-CE-014|R006|major|CLOSED|host "reorders by (ns,resource,seq)" is identity since the host assigned seq in arrival order; S09's out-of-order premise has no core correction mechanism|reorder-by-self-assigned-seq is a no-op|rounds/R006/cand-A.md §R6.5-S09 step2 "dedups/reorders by (ns,resource,seq)" + §R6.2 "seq host-assigned monotonic" + §R6.3 item3 "seq-ordered pump" ; verifier ruled it holds (RR006) ; rounds/R006/cand-A.md §R6.3 item3 + §R6.5-S09 + §R6.6 ; adapter pumps logical order §R7.5-S09 step3|-|R012|A-lineage|R006 D01 against the saved candidate A
FE-CE-015|R007|major|REJECTED|one subscribe(from_cursor=cursor.resolve(id)) declaration promised both replay-missed and live-not-replayed|cursor double-duty resolved by distinct subscriber inputs|rounds/R007 §A.1/§A.6 EXPERIMENT both=[]; catch-up saved+1 vs live resolve not one declaration ; verifier ruled it does not hold (RR007) ; RR007 does_not_hold: catch-up=saved+1, live=resolve, head=0 distinct integers §R7.2/§R7.6 EXPERIMENT|-|R008|A-lineage|R007 ordering claim against cand-A
FE-CE-016|R007|major|CLOSED|from_cursor=cursor.resolve() on a freshly-spawned resource drops any envelope the adapter pumped between spawn and the resolve call|fresh-resource live-edge subscribe silently loses head envelope seq=1|rounds/R007 §A.5-S04 step2 / §A.5-S08 step6 vs §A.1 single rule + §A.6 (from_cursor=0 forbidden for S08 step5) ; verifier ruled it holds (RR007) ; §R7.2 "just-spawned → from_cursor=0"; §R7.5-S04 step2 / §R7.5-S08 step6 job subscribe from_cursor=0; replay names spawn→pump seq=1→subscribe(0) delivers head|FE-CE-015|R012|A-lineage|raised in R007 against cand-A with §A anchors
FE-CE-017|R007|major|CLOSED|saved_last_seen is bound to one ns_id's numbering but a full reconnect mints a new ns_id whose stream restarts, so re-subscribing saved+1 skips the return-window events|persisted catch-up cursor invalid across namespace regeneration|rounds/R007 §A.2 (full reconnect=new ns_id; seq per-resource) vs §A.5-S03 step4/S09/S10 + §A.7 5-core-facts omission ; verifier ruled it holds (RR007) ; §R7.2 guard "recorded_ns_id==current else 0"; §R7.5-S03 step4/S09/S10; §R7.7 core fact #6; replay names ns_A save20→full reconnect ns_B→from_cursor=0 delivers 1..5|FE-CE-015|R012|A-lineage|raised in R007 against cand-A with §A anchors
FE-CE-018|R008|major|CLOSED|every operation the adapter must perform is expressed in the typed interface; §2 lists type signatures as the adapter contract|adapter event-pump operation has no typed interface — §3 item 3 and all §5 scenario tables reference "pump" but §2 NamespaceHandle exposes no pump/emit method|rounds/R008/cand-A.md §2 code block (no pump method on NamespaceHandle) vs §3 item 3 "pump events in remote-stable logical order" vs §5 S01 step4 / S04 step4 / S02 step3 / S03 step3 ; verifier ruled it holds (RR008) ; §R8.2 NamespaceHandle.pump typed; sequence open→announce→register→pump viable ; rounds/R009/cand-A.md §2 + §6 FE-CE-018 re-check|FE-CE-007|R012
FE-CE-019|R009|major|CLOSED|the read-result path must render every InvokeOutcome variant truthfully; §4 Q1 gives rules only for Result and CapabilityAbsent, so a dropped read (OutcomeUnknown) shows stale prior rows as the current value, the exact hide-uncertainty disqualifier the candidate forbids for status|read-OutcomeUnknown has no fallback rule: stale value presented as current|rounds/R009/cand-A.md §4 Q1 vs §4 Q3 + §2 InvokeOutcome ; verifier ruled it holds (RR010) ; §R11.5 four-variant table with the single invariant applying to both the value and the state channel; prior rows survive only as last-confirmed evidence with a banner and Retry; EXPERIMENT R11-B asserts the stale-as-current rendering is impossible ; §R11.5 four-variant table with the single invariant applying to both the value and the state channel; prior rows survive only as last-confirmed evidence with a banner and Retry; EXPERIMENT R11-B asserts the stale-as-current rendering is impossible|-|R012
FE-CE-020|R009|major|CLOSED|GenericWalk is total over values that conform to the declared schema; a partial (missing declared field) or null-for-list Result reopens §5 S05 step7's crash-or-fake-complete fork this round claims closed, silently dropping a real deletions count or replacing the pane via error boundary|non-conforming Result renders fake-complete or blank, silently wrong value|rounds/R009/cand-A.md §2 GenericWalk contract + §5 S05 step7 ; verifier ruled it holds (RR010) ; §R11.5 totality rule: explicit (absent at runtime) and (unreadable: declared shape) rows; the walk never throws and never replaces the pane; EXPERIMENT R11-C covers conforming/partial/null-list/nested ; §R11.5 totality rule: explicit (absent at runtime) and (unreadable: declared shape) rows; the walk never throws and never replaces the pane; EXPERIMENT R11-C covers conforming/partial/null-list/nested|-|R012
FE-CE-021|R009|minor|CLOSED|the default view must render declared (non-opaque) content to its depth; GenericWalk has no branch for a nested list field inside a record → `[object Object]` or silent omission, and §3/§7 make the adapter pre-flatten to the host's private walk depth, leaking a core internal into the adapter schema contract|nested declared schema mis-renders + renderer-depth core leak|rounds/R009/cand-A.md §3 D05 clause + §7 item6 + §2 walk cases ; verifier ruled it holds (RR010) ; §R11.5 recursive path-labelled walk to any depth plus deletion of the adapter flat-schema obligation; EXPERIMENT R11-C asserts nested paths render and that no depth constant exists ; §R11.5 recursive path-labelled walk to any depth plus deletion of the adapter flat-schema obligation; EXPERIMENT R11-C asserts nested paths render and that no depth constant exists|-|R012
FE-CE-022|R011|major|CLOSED|delivery is defined as replay of stored envelopes while the mechanism ledger declares the host event store removed — the fact of which events exist for a resource has two contradicting owners, and either resolution breaks a claimed property (unnamed unbounded core buffer with no retention rule, or an empty catch-up guarantee that fails S03/S04/S09/S10)|replay promise has no owner: no party in the candidate retains the envelopes that from_cursor catch-up is defined to deliver|rounds/R011/attack.md FE-CE-022 vs candidates/best.md §R8.1 and §R8.2 line 50 and §R8.5-S03 steps 1 3 4 and mechanisms.tsv row host-event-store ; verifier ruled it holds (RR011) ; §R11.3 names the cursor-stream log as the retained store with resource-lifetime retention, and replaces the false host-event-store removed row with cursor-stream-log core; EXPERIMENT R11-A ; §R11.3 names the cursor-stream log as the retained store with resource-lifetime retention, and replaces the false host-event-store removed row with cursor-stream-log core; EXPERIMENT R11-A|-/-|R012
FE-CE-023|R011|major|CLOSED|the host is authoritative for a resource's existence, but existence can only be retracted by the producing adapter via retire or teardown, so a link drop without teardown leaves the directory and the fallback's action list asserting a live cancelable resource that no reachable service can support indefinitely|namespace death has no owner: presence is asserted without any party able to retract it|rounds/R011/attack.md FE-CE-023 vs candidates/best.md §R8.2 existence authority and §R8.3 item 7 and §R8.4 fallback actions and §R8.5-S11 ; verifier ruled it holds (RR011) ; §R11.4 narrows existence to announced-and-not-retired, adds adapter boundary rule 8 teardown-on-observed-loss, renders OutcomeUnknown actions as unconfirmed, and declares the hard-killed-adapter residual ; §R11.4 narrows existence to announced-and-not-retired, adds adapter boundary rule 8 teardown-on-observed-loss, renders OutcomeUnknown actions as unconfirmed, and declares the hard-killed-adapter residual|-/-|R012
FE-CE-024|R011|major|CLOSED|the candidate's catch-up guarantee over retained envelopes must be consistent with its own envelope-lifetime rule|envelope disposal on subscription close emptied exactly the backlog catch-up replays|§R11.3 replaces the disposal clause: a closed subscription releases a reference, not a log entry; retire/teardown is the sole disposal point; EXPERIMENT R11-A shows 0 versus 15 caught-up envelopes ; §R11.3 replaces the disposal clause: a closed subscription releases a reference, not a log entry; retire/teardown is the sole disposal point; EXPERIMENT R11-A shows 0 versus 15 caught-up envelopes|-|R012
FE-CE-025|R012|major|CLOSED|delivery is defined as replay of log entries with seq at or above the subscriber's chosen c, while the artifact's own rule for choosing c assigns the live edge to pre-existing resources only and its own S01 table applies that rule to a resource the same table just created, so the entries the table's delete column claims are delivered fall below c|S01 pumps the typed deltas before the subscription selects the live edge, so the replay filter starts above the user's own input|rounds/R012/attack.md FE-CE-025 vs candidates/best.md §R11.1 from-cursor selection and §R11.2 cursor_resolve returns the next Seq and §R11.3 replay filter seq at or above c and the S01 step table rows 3 4 5 with their delete columns ; verifier ruled it holds (RR012) ; §R11.7-S01 step 5 now subscribes with from_cursor=0 under the just-created rule and its delete column names the wrong choice; EXPERIMENT R12-B shows the loss and the repair|-/-|R012
FE-CE-026|R012|major|CLOSED|every scenario's extension-side step depends on holding a SubscriberScope for a namespace, so the mechanism that mints and scopes that handle must be declared in the artifact's typed surface|handle_for is called by S01 step 3 and declared nowhere: no interface method, boundary rule or stated mint and authorization rule exists for obtaining a subscriber handle|rounds/R012/attack.md FE-CE-026 vs candidates/best.md §R11.2 interface blocks for NamespaceHandle and SubscriberScope and §R11.6 eight boundary rules and the S01 step 3 row ; verifier ruled it holds (RR012) ; §R11.2 adds ViewHost.open_scope; §R11.6 item 9 fixes minting, scoping and permission; §R11.5 states the deferred extension-selection and uninstall rules; §R11.7b classifies the extension cost; EXPERIMENT R12-C fails on the pre-patch bytes and passes here|-/-|R012
FE-CE-027|R012|major|CLOSED|a persisted catch-up cursor must not be silently re-pointed at a different incarnation of the same local_id, so resource identity must be immutable for a resource's life|retire plus re-announce under the same local_id restarted the seq space while the only guard checked the namespace id, so the catch-up rendered complete with the new incarnation's first events missing|§R11.3 burns a retired local_id for the namespace's lifetime, raises LocalIdBurned on re-announce, returns ExplicitAbsent from cursor_resolve and subscribe for a non-announced resource, and restates the memory lever; §R11.7-S09 step 7 renders the ExplicitAbsent path; EXPERIMENT R12-A|-|R012
FE-CE-028|R013|major|CLOSED|a pair gesture confers scopes only, so an envelope pumped in a second namespace reaches the view only through a subscription on a resource of that namespace|S08 step 7 asserts a delivery for which the artifact declares no mechanism: executed, the view receives 0 envelopes on the data resource|carried from the R012 candidate-reviewer and reproduced by execution in _pt/model/run.repro.txt (S08 as-written FAIL); §R11.3 delivery rule, §R11.5 pair gesture, §R11.7-S08 step 7 ; verifier ruled it holds (RR013) ; §R13.7-S08 step 7 + §R13.5 pair gesture; EXPERIMENT R13-A|-/-|R013
FE-CE-029|R013|major|CLOSED|if an observed link loss makes teardown mandatory and teardown disposes logs and force-closes subscribers, then a same-namespace catch-up branch cannot also be reachable after that loss|observed loss and the catch-up branch are mutually exclusive as written, and no row re-mints the view's scope after the forced close|carried from the R012 candidate-reviewer and reproduced by execution (S09 as-written FAIL: pump raises NamespaceGone after link_lost); §R11.4 item 8, §R11.3 teardown, §R11.7-S09 steps 5-6 ; verifier ruled it holds (RR013) ; §R13.4 items 8/8b + §R13.7-S09 steps 5-6; EXPERIMENT R13-B|-/-|R013
FE-CE-030|R013|major|CLOSED|a scenario step may only rely on an action that some row registered, because absence from the registry is the artifact's own structural expression of an unsupported action|scenario tables invoke actions no row registers and use an unminted bare handle, so the typed-action step is unreachable as written|carried from the R012 candidate-reviewer (miscited counts corrected there) and reproduced by execution (MC_reg_missing and S01 as-written FAIL); §R11.6 item 4 and its closing paragraph ; verifier ruled it holds (RR013) ; register and open_scope rows added in S01/S02/S03/S04/S05/S09/S11; EXPERIMENT R12-C|-/-|R013
FE-CE-031|R013|major|CLOSED|a resource an invoke spawns must be announced by the time the invoke returns, or the from_cursor=0 head rule cannot be applied to it|the invoke-spawned head rule and the not-announced ExplicitAbsent rule contradict each other because no rule states when an invoke-spawned resource is announced|carried from the R012 candidate-reviewer; §R11.1 from_cursor selection, §R11.3 subscribe returns ExplicitAbsent, §R11.7-S04 step 4 and -S08 step 6 ; verifier ruled it holds (RR013) ; §R13.3 spawn-announce rule + §R13.7-S04 step 3 / S08 step 5; EXPERIMENT R13-D|-/-|R013
FE-CE-032|R013|major|CLOSED|every state the API can return must have a truthful rendering rule in the fallback, because the core must not acquire an opinion about what a missing or unknown declaration means|ExplicitAbsent from open_scope and directory_lookup, and the CapMap value unknown, have no rendering rule, so a view cannot show the state the API handed it|carried from the R012 candidate-reviewer (BOUNDARY_SCAN and S11) and reproduced by execution (S11 GAP); §R11.5 four-variant table, §R11.2 CapMap, §R11.6 item 9 ; verifier ruled it holds (RR013) ; §R13.5 total API-state rendering table|-/-|R013
FE-CE-033|R013|major|CLOSED|the fallback's totality and recursion claims must be decidable from the artifact, so the declared-schema notation has to be defined|list<record>, opaque and recursion presuppose a declaration language that the artifact never defines, while the adapter-side rule says field names only|carried from the R012 candidate-reviewer; §R11.5 GenericWalk, §R11.7b item 7, and the closures of FE-CE-020 and FE-CE-021 ; verifier ruled it holds (RR013) ; §R13.2 SchemaDecl + §R13.5 GenericWalk + §R13.7b item 7; EXPERIMENT R11-C|-/-|R013
FE-CE-034|R013|minor|CLOSED|renderer selection between modules must be a declared rule, not an implicit ordering channel, and a swap must not be silent|the most recently mounted claimant wins and the host records nothing, so unmounting the winner silently changes what the user sees|carried from the R012 candidate-reviewer; §R11.5 extension selection ; verifier ruled it holds (RR013) ; verifier ruled it holds (RR013) ; §R13.5 extension selection + §R13.2 claim table/on_claim_changed; §R13.7-S07 step 7 / S12 step 3|-/-|R013
FE-CE-035|R013|minor|CLOSED|a claim on a payload schema must be scoped the same way action registration and handles are, or one namespace's view can claim another namespace's schema|payload_schema_id claims are unnamespaced while action registration and scopes are keyed by namespace|carried from the R012 candidate-reviewer; §R11.5 extension selection, §R11.6 item 4, §R11.6 item 9 ; verifier ruled it holds (RR013) ; §R13.6 item 9 + §R13.5 claim keyed by (ns_id, payload_schema_id)|-/-|R013
FE-CE-036|R013|minor|CLOSED|the artifact must cost what a new author of each side must write, or its burden answer is one-sided|the classified cost prices seven extension duties while the adapter's ordering, dedup and teardown duties and the retire-then-announce lever are costed nowhere|carried from the R012 candidate-reviewer; §R11.7b, §R11.6 items 3 5 8, §R11.3 honest cost ; verifier ruled it holds (RR013) ; §R11.7c adapter-author cost section|-/-|R013
FE-CE-037|R013|major|CLOSED|retirement is the artifact's only memory lever and is an observable change to a resource's existence, so a live subscriber must be able to learn that its resource ended, and invoke against a retired resource must have a defined outcome|releasing the log is invisible to every view already watching: Subscription declares no termination signal, no rendering rule covers the ended case, and invoke on a retired resource is undefined, so a frozen last state stays labelled current|new this round, produced by executing the release path with a live subscriber (_pt/model/run.repro.txt S04 and MC_capacity_gap GAP); §R11.2 Subscription, §R11.3 retention and disposal, §R11.4 existence, §R11.5 invariant ; §R13.2 Subscription.onEnd + §R13.3 disposal + §R13.5 ended row; EXPERIMENT R13-C|-/-|-
